Latitude,Longitude,geometry,dateval,loc_id,loc_name,ENG_ELEC_KWH_COST,ENG_HEAT_KWH_COST,NONENG_HEAT_KWH_COST,NONENG_ELEC_KWH_COST,heat_kwh_min,heat_kwh_max,elec_kwh_max,water_heater_max_kwh,heat_needed_cumulative,elec_needed_cumulative,heat_produced_cumulative,elec_produced_cumulative,unmet_heat_needed_cumulative,unmet_elec_needed_cumulative,wasted_heat_cumulative,ENG_cost_cumulative,savings_cumulative,NOENG_savings_cumulative,ON_HRS_cumulative,Cycle_ON_cumulative,Cycle_OFF_cumulative,Site Name,State_y,TZ,Elev,Class,Pool,ON_PCT,TOTAL_SAVINGS
40.167,-103.23299999999999,"POLYGON ((-102.048177097705 39.2693083603024, -102.076548094196 39.26480943446322, -103.8574640405004 39.78900424300081, -103.9903989769239 40.12279810946596, -103.704763977149 41.00063283399248, -103.572316281337 40.99964844846505, -103.382956665168 41.00031635794554, -102.652271049757 40.99812416640874, -102.621257059232 41.00021482202824, -102.047739304627 40.99807086005224, -102.046992342182 40.74313033459454, -102.046031377251 40.69731929726623, -102.04762046616 40.43107777241003, -102.047544987675 40.34264449540082, -102.051535608244 39.99891827005381, -102.049442517836 39.56869333774622, -102.04880159826 39.56280352928681, -102.048177097705 39.2693083603024))",12/31,724698,CO_Akron-Washington.County.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,48371.8801276253,14280.810169002572,66372.26432601832,9662.435222427468,1497.017620316561,4618.374946575101,10715.874067323675,1094.8703763317055,860.7433211333624,360.77862512772475,4844,1235,1235,AKRON WASHINGTON CO AP,CO,-7,1421,II,12,0.5529680365296804,1221.5219462610871
40.5,-107.53299999999999,"POLYGON ((-106.2570179692773 41.00059806887261, -106.2654994861522 40.75321483437931, -106.3494224254092 40.44976361089229, -107.4157923058734 39.99468966132551, -108.7922959202676 40.14940166292666, -109.0506960537544 40.26116193272571, -109.046155710274 40.66529093184563, -109.048314695421 40.99843338472014, -107.91867135637 41.00337512745394, -107.304051033582 41.00013333427424, -106.865438768269 40.99845736999043, -106.32912569051 41.00128897878584, -106.2570179692773 41.00059806887261))",12/31,725700,CO_Craig.Moffat.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,63625.5117274048,13927.79519306887,68628.49684427549,9725.098106565287,8389.466332956661,4202.697086503562,7187.428591289328,1400.9487692801888,1185.3482998600484,341.9638966390461,5242,1165,1165,CRAIG-MOFFAT,CO,-7,1915,II,12,0.5984018264840183,1527.3121964990946
40.5,-107.53299999999999,"POLYGON ((-106.2570179692773 41.00059806887261, -106.2654994861522 40.75321483437931, -106.3494224254092 40.44976361089229, -107.4157923058734 39.99468966132551, -108.7922959202676 40.14940166292666, -109.0506960537544 40.26116193272571, -109.046155710274 40.66529093184563, -109.048314695421 40.99843338472014, -107.91867135637 41.00337512745394, -107.304051033582 41.00013333427424, -106.865438768269 40.99845736999043, -106.32912569051 41.00128897878584, -106.2570179692773 41.00059806887261))",12/31,725700,CO_Craig.Moffat.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,63625.5117274048,13927.79519306887,73094.82913418864,9725.098106565287,3923.1340430434757,4202.697086503562,7187.428591289328,1301.0324496225417,1285.2646195176956,341.9638966390461,5242,1165,1165,CRAIG-MOFFAT,CO,-7,1915,II,12,0.5984018264840183,1627.2285161567415
40.45,-105.01700000000001,"POLYGON ((-104.7827851188499 40.99582253265158, -104.8452213049338 40.17432912635432, -106.2654994861522 40.75321483437931, -106.2570179692773 41.00059806887261, -106.203471470187 41.00008500110545, -105.278797599488 40.99634915280154, -104.934492930236 40.99428916517354, -104.7827851188499 40.99582253265158))",12/31,724769,CO_Fort.Collins.AWOS,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,52846.57894439904,13899.773252567806,63486.6826590293,9202.009595417583,5806.833449119975,4697.763657150213,8968.260927203592,1216.152777191096,868.579930012945,385.55723719158226,4815,1309,1308,FORT COLLINS (AWOS),CO,-7,1529,II,12,0.5496575342465754,1254.1371672045273
40.45,-105.01700000000001,"POLYGON ((-104.7827851188499 40.99582253265158, -104.8452213049338 40.17432912635432, -106.2654994861522 40.75321483437931, -106.2570179692773 41.00059806887261, -106.203471470187 41.00008500110545, -105.278797599488 40.99634915280154, -104.934492930236 40.99428916517354, -104.7827851188499 40.99582253265158))",12/31,724769,CO_Fort.Collins.AWOS,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,52846.57894439904,13899.773252567806,66162.84631992935,9202.009595417583,3130.669788219949,4697.763657150213,8968.260927203592,1156.2843199331019,928.44838727094,385.55723719158226,4815,1309,1308,FORT COLLINS (AWOS),CO,-7,1529,II,12,0.5496575342465754,1314.0056244625223
40.13,-105.24,"POLYGON ((-106.2654994861522 40.75321483437931, -104.8452213049338 40.17432912635432, -104.8131149492989 40.1365319317757, -104.964163484363 39.9591299353737, -106.0398557390996 39.85887343190054, -106.0752852861716 39.88375856204558, -106.3494224254092 40.44976361089229, -106.2654994861522 40.75321483437931))",12/31,724699,CO_Boulder-Broomfield-Jefferson.County.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,44696.65723324365,13849.041591806443,60766.533879516435,8907.920327709844,2870.825067914195,4941.121264096611,10514.113225862053,1057.7045066294054,669.9932158732157,401.1515844438949,4592,1358,1358,BROOMFIELD/JEFFCO [BOULDER - SURFRAD],CO,-7,1689,III,12,0.5242009132420091,1071.1448003171106
40.13,-105.24,"POLYGON ((-106.2654994861522 40.75321483437931, -104.8452213049338 40.17432912635432, -104.8131149492989 40.1365319317757, -104.964163484363 39.9591299353737, -106.0398557390996 39.85887343190054, -106.0752852861716 39.88375856204558, -106.3494224254092 40.44976361089229, -106.2654994861522 40.75321483437931))",12/31,724699,CO_Boulder-Broomfield-Jefferson.County.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,44696.65723324365,13849.041591806443,62090.31211781483,8907.920327709844,1547.0468296157912,4941.121264096611,10514.113225862053,1028.090263660432,699.6074588421892,401.1515844438949,4592,1358,1358,BROOMFIELD/JEFFCO [BOULDER - SURFRAD],CO,-7,1689,III,12,0.5242009132420091,1100.759043286084
38.5,-107.9,"POLYGON ((-109.0554254809567 38.30188014635299, -107.8754796810505 39.02562231748365, -107.5300630682602 38.98837728823071, -107.4381795654863 38.90755323549131, -107.3803248158273 37.85919028374312, -108.0345634730292 37.81346258700401, -109.0501251023439 38.20237337024889, -109.055861145257 38.24492016296827, -109.0554254809567 38.30188014635299))",12/31,724765,CO_Montrose.County.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,45099.45065836181,14168.896226281766,62984.597413736104,9404.75844824169,2392.884714379594,4764.137778040087,11234.042548824807,1079.562037326982,688.4890363427406,372.71158164643964,4731,1257,1256,MONTROSE CO. ARPT,CO,-7,1755,II,12,0.540068493150685,1061.2006179891803
38.5,-107.9,"POLYGON ((-109.0554254809567 38.30188014635299, -107.8754796810505 39.02562231748365, -107.5300630682602 38.98837728823071, -107.4381795654863 38.90755323549131, -107.3803248158273 37.85919028374312, -108.0345634730292 37.81346258700401, -109.0501251023439 38.20237337024889, -109.055861145257 38.24492016296827, -109.0554254809567 38.30188014635299))",12/31,724765,CO_Montrose.County.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,45099.45065836181,14168.896226281766,64188.28393144082,9404.75844824169,1189.198196674856,4764.137778040087,11234.042548824807,1052.6343662394095,715.4167074303133,372.71158164643964,4731,1257,1256,MONTROSE CO. ARPT,CO,-7,1755,II,12,0.540068493150685,1088.128289076753
39.133,-108.53299999999999,"POLYGON ((-107.8754796810505 39.02562231748365, -109.0554254809567 38.30188014635299, -109.053948488318 38.49465091159217, -109.051416824911 39.36096608135621, -109.053528668382 39.518170153187, -109.052551696002 39.65738242310201, -109.05126317413 40.21051135108252, -109.0506960537544 40.26116193272571, -108.7922959202676 40.14940166292666, -107.8754796810505 39.02562231748365))",12/31,724760,CO_Grand.Junction-Walker.Field,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,40260.807589272,14712.654304748587,62384.74070574002,9782.844423444032,1664.6753732922753,4929.809881304546,13004.974716221894,1042.1211316895126,624.4177881067703,354.92338549618296,4608,1213,1213,GRAND JUNCTION WALKER FIELD,CO,-7,1475,I,24,0.5260273972602739,979.3411736029533
39.133,-108.53299999999999,"POLYGON ((-107.8754796810505 39.02562231748365, -109.0554254809567 38.30188014635299, -109.053948488318 38.49465091159217, -109.051416824911 39.36096608135621, -109.053528668382 39.518170153187, -109.052551696002 39.65738242310201, -109.05126317413 40.21051135108252, -109.0506960537544 40.26116193272571, -108.7922959202676 40.14940166292666, -107.8754796810505 39.02562231748365))",12/31,724760,CO_Grand.Junction-Walker.Field,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,40260.807589272,14712.654304748587,63138.852469754005,9782.844423444032,910.5636092782961,4929.809881304546,13004.974716221894,1025.2508974167558,641.2880223795265,354.92338549618296,4608,1213,1213,GRAND JUNCTION WALKER FIELD,CO,-7,1475,I,24,0.5260273972602739,996.2114078757095
39.533,-107.71700000000001,"POLYGON ((-107.8754796810505 39.02562231748365, -108.7922959202676 40.14940166292666, -107.4157923058734 39.99468966132551, -107.272084619621 39.40744127016048, -107.5300630682602 38.98837728823071, -107.8754796810505 39.02562231748365))",12/31,725717,CO_Rifle-Garfield.County.Rgnl.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,46217.48998346776,14234.684684594971,63646.99215966334,9562.195295797965,2894.841735050896,4672.4893887970165,11179.436043974503,1104.8657977696691,742.9332824814646,367.5014847208997,4771,1245,1244,RIFLE/GARFIELD RGNL,CO,-7,1691,III,12,0.544634703196347,1110.4347672023644
39.533,-107.71700000000001,"POLYGON ((-107.8754796810505 39.02562231748365, -108.7922959202676 40.14940166292666, -107.4157923058734 39.99468966132551, -107.272084619621 39.40744127016048, -107.5300630682602 38.98837728823071, -107.8754796810505 39.02562231748365))",12/31,725717,CO_Rifle-Garfield.County.Rgnl.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,46217.48998346776,14234.684684594971,65054.474847140766,9562.195295797965,1487.359047573455,4672.4893887970165,11179.436043974503,1073.379002568111,774.4200776830219,367.5014847208997,4771,1245,1244,RIFLE/GARFIELD RGNL,CO,-7,1691,III,12,0.544634703196347,1141.9215624039216
39.65,-106.917,"POLYGON ((-107.4157923058734 39.99468966132551, -106.3494224254092 40.44976361089229, -106.0752852861716 39.88375856204558, -106.592 39.45466770815008, -107.272084619621 39.40744127016048, -107.4157923058734 39.99468966132551))",12/31,724675,CO_Eagle.County.Rgnl.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,57440.464442810706,13604.868476809843,65498.53868479126,9149.123210874764,5211.515592570029,4455.745265935096,6857.921767605174,1229.5587379163042,935.4942937455152,380.7809604228723,5025,1308,1307,EAGLE COUNTY AP,CO,-7,1980,II,21,0.5736301369863014,1316.2752541683874
39.65,-106.917,"POLYGON ((-107.4157923058734 39.99468966132551, -106.3494224254092 40.44976361089229, -106.0752852861716 39.88375856204558, -106.592 39.45466770815008, -107.272084619621 39.40744127016048, -107.4157923058734 39.99468966132551))",12/31,724675,CO_Eagle.County.Rgnl.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,57440.464442810706,13604.868476809843,68278.92437985931,9149.123210874764,2431.129897501967,4455.745265935096,6857.921767605174,1167.358729531937,997.6943021298827,380.7809604228723,5025,1308,1307,EAGLE COUNTY AP,CO,-7,1980,II,21,0.5736301369863014,1378.4752625527549
37.3,-108.633,"POLYGON ((-109.0501251023439 38.20237337024889, -108.0345634730292 37.81346258700401, -108.2513565015076 36.99937808097061, -108.372472928673 36.99947158757254, -109.048480105719 36.99664091124973, -109.045602494937 37.63082062618775, -109.043206402701 37.88742007240026, -109.043464024188 38.15293369869836, -109.0501251023439 38.20237337024889))",12/31,724767,CO_Cortez-Montezuma.County.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,43775.60771836093,14046.02569031136,61748.82018348462,9179.292110090775,2304.0170190061413,4866.733580220585,10968.420808444405,1050.8001790673893,653.9693825089238,386.00127896467416,4645,1321,1321,CORTEZ/MONTEZUMA CO,CO,-7,1803,II,12,0.5302511415525114,1039.9706614735978
37.3,-108.633,"POLYGON ((-109.0501251023439 38.20237337024889, -108.0345634730292 37.81346258700401, -108.2513565015076 36.99937808097061, -108.372472928673 36.99947158757254, -109.048480105719 36.99664091124973, -109.045602494937 37.63082062618775, -109.043206402701 37.88742007240026, -109.043464024188 38.15293369869836, -109.0501251023439 38.20237337024889))",12/31,724767,CO_Cortez-Montezuma.County.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,43775.60771836093,14046.02569031136,62872.66235754865,9179.292110090775,1180.1748449420993,4866.733580220585,10968.420808444405,1025.6587057914026,679.1108557849108,386.00127896467416,4645,1321,1321,CORTEZ/MONTEZUMA CO,CO,-7,1803,II,12,0.5302511415525114,1065.112134749585
37.15,-107.75,"POLYGON ((-108.2513565015076 36.99937808097061, -108.0345634730292 37.81346258700401, -107.3803248158273 37.85919028374312, -106.9003455723674 37.68070511426665, -106.7376566307428 36.99013775209369, -106.86124885756 36.98950158935913, -106.890370239308 36.99908378253335, -107.410820557565 36.99752577604735, -107.472460319142 36.99877673999153, -108.2513565015076 36.99937808097061))",12/31,724625,CO_Durango-La.Plata.County.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,49848.56642465921,13895.555759279987,64452.185759028434,9277.31145541704,3087.637464217928,4618.244303862938,9524.791439429853,1125.3390970735293,782.8505699111463,373.1361741907856,4899,1281,1281,DURANGO/LA PLATA CO,CO,-7,2038,II,12,0.5592465753424658,1155.986744101932
37.15,-107.75,"POLYGON ((-108.2513565015076 36.99937808097061, -108.0345634730292 37.81346258700401, -107.3803248158273 37.85919028374312, -106.9003455723674 37.68070511426665, -106.7376566307428 36.99013775209369, -106.86124885756 36.98950158935913, -106.890370239308 36.99908378253335, -107.410820557565 36.99752577604735, -107.472460319142 36.99877673999153, -108.2513565015076 36.99937808097061))",12/31,724625,CO_Durango-La.Plata.County.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,49848.56642465921,13895.555759279987,66109.62825435918,9277.31145541704,1430.1949688872173,4618.244303862938,9524.791439429853,1088.2604510104866,819.9292159741894,373.1361741907856,4899,1281,1281,DURANGO/LA PLATA CO,CO,-7,2038,II,12,0.5592465753424658,1193.065390164975
39.217,-106.31700000000001,"POLYGON ((-106.0752852861716 39.88375856204558, -106.0398557390996 39.85887343190054, -105.4738615358863 39.12221970268126, -105.768317209108 38.4028323038593, -106.592 38.85766771686335, -106.592 39.45466770815008, -106.0752852861716 39.88375856204558))",12/31,724673,CO_Leadville-Lake.County.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,64499.030006958485,13245.246088658643,65573.6996630548,8762.21979783288,4387.3982074227915,4483.026290825772,1652.762849545938,1189.6362884410216,1054.8097786982423,419.1113260460804,5097,1443,1443,LEADVILLE/LAKE CO.,CO,-7,3026,II,12,0.5818493150684931,1473.9211047443227
39.217,-106.31700000000001,"POLYGON ((-106.0752852861716 39.88375856204558, -106.0398557390996 39.85887343190054, -105.4738615358863 39.12221970268126, -105.768317209108 38.4028323038593, -106.592 38.85766771686335, -106.592 39.45466770815008, -106.0752852861716 39.88375856204558))",12/31,724673,CO_Leadville-Lake.County.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,64499.030006958485,13245.246088658643,68126.09976691457,8762.21979783288,1834.998103562987,4483.026290825772,1652.762849545938,1132.536545717574,1111.90952142169,419.1113260460804,5097,1443,1443,LEADVILLE/LAKE CO.,CO,-7,3026,II,12,0.5818493150684931,1531.0208474677704
39.742,-105.179,"POLYGON ((-106.0398557390996 39.85887343190054, -104.964163484363 39.9591299353737, -104.947617514849 39.90200254877507, -105.0100089196522 39.2623301356494, -105.4738615358863 39.12221970268126, -106.0398557390996 39.85887343190054))",12/31,724666,CO_Golden-NREL,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,45603.97696543388,13741.372997370965,60053.979435824505,8678.387661494728,2742.426241629548,5062.985335876233,9382.931717110709,1039.4919729237881,672.1615349399345,404.5174440297858,4559,1381,1380,DENVER/CENTENNIAL [GOLDEN - NREL],CO,-7,1829,II,12,0.5204337899543379,1076.6789789697204
39.742,-105.179,"POLYGON ((-106.0398557390996 39.85887343190054, -104.964163484363 39.9591299353737, -104.947617514849 39.90200254877507, -105.0100089196522 39.2623301356494, -105.4738615358863 39.12221970268126, -106.0398557390996 39.85887343190054))",12/31,724666,CO_Golden-NREL,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,45603.97696543388,13741.372997370965,61333.23013091514,8678.387661494728,1463.1755465389233,5062.985335876233,9382.931717110709,1010.8738556239158,700.7796522398066,404.5174440297858,4559,1381,1380,DENVER/CENTENNIAL [GOLDEN - NREL],CO,-7,1829,II,12,0.5204337899543379,1105.2970962695924
39.833,-104.65,"POLYGON ((-104.964163484363 39.9591299353737, -104.8131149492989 40.1365319317757, -103.9903989769239 40.12279810946596, -103.8574640405004 39.78900424300081, -104.1830373089207 39.50916464666572, -104.947617514849 39.90200254877507, -104.964163484363 39.9591299353737))",12/31,725650,CO_Denver.Intl.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,43538.914465640126,14327.148811880992,62965.04458095279,9525.026748571714,2124.8436563181476,4802.122063309269,11944.35780472753,1065.1042241716407,677.6937833715467,366.88234864296805,4709,1253,1253,DENVER INTL AP,CO,-7,1650,I,12,0.5375570776255708,1044.5761320145148
39.833,-104.65,"POLYGON ((-104.964163484363 39.9591299353737, -104.8131149492989 40.1365319317757, -103.9903989769239 40.12279810946596, -103.8574640405004 39.78900424300081, -104.1830373089207 39.50916464666572, -104.947617514849 39.90200254877507, -104.964163484363 39.9591299353737))",12/31,725650,CO_Denver.Intl.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,43538.914465640126,14327.148811880992,63949.25684203929,9525.026748571714,1140.6313952316407,4802.122063309269,11944.35780472753,1043.0864116788748,699.7115958643132,366.88234864296805,4709,1253,1253,DENVER INTL AP,CO,-7,1650,I,12,0.5375570776255708,1066.5939445072813
38.817,-104.71700000000001,"POLYGON ((-105.4738615358863 39.12221970268126, -105.0100089196522 39.2623301356494, -104.3832194105668 39.27621628895366, -104.03357350943 38.6944271784297, -105.6179349510293 38.29709345452002, -105.7618028774007 38.37147025339077, -105.768317209108 38.4028323038593, -105.4738615358863 39.12221970268126))",12/31,724660,CO_Colorado.Springs-Peterson.Field,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,45681.60066327705,13688.698276237254,60078.578562581744,8711.14713754909,2723.175091383014,4977.551138688177,9395.718345670984,1035.5739106314013,679.7848146538073,382.8438947388232,4556,1309,1309,COLORADO SPRINGS MUNI AP,CO,-7,1872,II,24,0.5200913242009132,1062.6287093926305
38.817,-104.71700000000001,"POLYGON ((-105.4738615358863 39.12221970268126, -105.0100089196522 39.2623301356494, -104.3832194105668 39.27621628895366, -104.03357350943 38.6944271784297, -105.6179349510293 38.29709345452002, -105.7618028774007 38.37147025339077, -105.768317209108 38.4028323038593, -105.4738615358863 39.12221970268126))",12/31,724660,CO_Colorado.Springs-Peterson.Field,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,45681.60066327705,13688.698276237254,61382.889513699585,8711.14713754909,1418.8641402651685,4977.551138688177,9395.718345670984,1006.3951703439437,708.963554941265,382.8438947388232,4556,1309,1309,COLORADO SPRINGS MUNI AP,CO,-7,1872,II,24,0.5200913242009132,1091.8074496800882
39.717,-104.75,"POLYGON ((-105.0100089196522 39.2623301356494, -104.947617514849 39.90200254877507, -104.1830373089207 39.50916464666572, -104.3832194105668 39.27621628895366, -105.0100089196522 39.2623301356494))",12/31,724695,CO_Aurora-Buckley.Field.ANGB,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,46023.13720857396,14184.672925073384,63026.975589196365,9400.185353517823,3357.451885000291,4784.48757155555,11480.46681654092,1114.5173447734435,737.4685209743936,370.6885345428811,4736,1252,1251,AURORA BUCKLEY FIELD ANGB,CO,-7,1726,II,12,0.5406392694063927,1108.1570555172748
39.717,-104.75,"POLYGON ((-105.0100089196522 39.2623301356494, -104.947617514849 39.90200254877507, -104.1830373089207 39.50916464666572, -104.3832194105668 39.27621628895366, -105.0100089196522 39.2623301356494))",12/31,724695,CO_Aurora-Buckley.Field.ANGB,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,46023.13720857396,14184.672925073384,64664.24236381705,9400.185353517823,1720.1851103795727,4784.48757155555,11480.46681654092,1077.8900497584032,774.0958159894335,370.6885345428811,4736,1252,1251,AURORA BUCKLEY FIELD ANGB,CO,-7,1726,II,12,0.5406392694063927,1144.7843505323146
39.217,-106.867,"POLYGON ((-107.5300630682602 38.98837728823071, -107.272084619621 39.40744127016048, -106.592 39.45466770815008, -106.592 38.85766771686335, -107.4381795654863 38.90755323549131, -107.5300630682602 38.98837728823071))",12/31,724676,CO_Aspen-Pitkin.County-Sardy.Field,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,55654.76666212504,13324.455493790825,62983.19830955837,8581.918985735047,3289.528192346166,4742.536508055776,5113.980103143605,1108.2481134371637,862.8718116872569,411.00587983617015,4868,1425,1424,ASPEN PITKIN CO SAR,CO,-7,2444,II,12,0.5557077625570777,1273.877691523427
39.217,-106.867,"POLYGON ((-107.5300630682602 38.98837728823071, -107.272084619621 39.40744127016048, -106.592 39.45466770815008, -106.592 38.85766771686335, -107.4381795654863 38.90755323549131, -107.5300630682602 38.98837728823071))",12/31,724676,CO_Aspen-Pitkin.County-Sardy.Field,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,55654.76666212504,13324.455493790825,64794.004616861435,8581.918985735047,1478.7218850430995,4742.536508055776,5113.980103143605,1067.7385655364865,903.381359587934,411.00587983617015,4868,1425,1424,ASPEN PITKIN CO SAR,CO,-7,2444,II,12,0.5557077625570777,1314.387239424104
37.266999999999996,-104.333,"POLYGON ((-105.0383349910936 37.71233808451245, -104.1564412712114 37.80368522813994, -103.077698419455 37.10516725281595, -102.9965349901816 36.99851218062793, -102.997709450411 36.99852383267103, -103.077865892431 36.99976018787623, -103.99363501138 36.99446907870054, -105.146172524011 36.99320739132013, -105.160465957659 36.99307861736727, -105.0383349910936 37.71233808451245))",12/31,724645,CO_Trinidad-Las.Animas.County.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,35106.14897791252,12999.016634719173,53050.09645080317,7620.057870481905,1484.4802160476454,5378.958764237274,11629.371043448085,882.7480378104165,543.1048184842703,319.0151399235549,4035,1111,1110,TRINIDAD LAS ANIMAS COUNTY AP,CO,-7,1751,II,12,0.4606164383561644,862.1199584078252
37.266999999999996,-104.333,"POLYGON ((-105.0383349910936 37.71233808451245, -104.1564412712114 37.80368522813994, -103.077698419455 37.10516725281595, -102.9965349901816 36.99851218062793, -102.997709450411 36.99852383267103, -103.077865892431 36.99976018787623, -103.99363501138 36.99446907870054, -105.146172524011 36.99320739132013, -105.160465957659 36.99307861736727, -105.0383349910936 37.71233808451245))",12/31,724645,CO_Trinidad-Las.Animas.County.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,35106.14897791252,12999.016634719173,53655.12290351127,7620.057870481905,879.4537633395167,5378.958764237274,11629.371043448085,869.2129910368831,556.6398652578038,319.0151399235549,4035,1111,1110,TRINIDAD LAS ANIMAS COUNTY AP,CO,-7,1751,II,12,0.4606164383561644,875.6550051813587
38.283,-104.5,"POLYGON ((-104.1564412712114 37.80368522813994, -105.0383349910936 37.71233808451245, -105.6179349510293 38.29709345452002, -104.03357350943 38.6944271784297, -103.849900231283 38.59627195274945, -104.1564412712114 37.80368522813994))",12/31,724640,CO_Pueblo.Mem.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,41727.240746011026,14583.192226031582,62549.662973245424,9773.79778394721,3013.770944119722,4809.394442084358,13423.32435988324,1090.8099914034829,682.4229831308855,336.2553493485216,4626,1119,1119,PUEBLO MEMORIAL AP,CO,-7,1428,II,24,0.5280821917808219,1018.6783324794071
38.283,-104.5,"POLYGON ((-104.1564412712114 37.80368522813994, -105.0383349910936 37.71233808451245, -105.6179349510293 38.29709345452002, -104.03357350943 38.6944271784297, -103.849900231283 38.59627195274945, -104.1564412712114 37.80368522813994))",12/31,724640,CO_Pueblo.Mem.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,41727.240746011026,14583.192226031582,63953.74049786954,9773.79778394721,1609.6934194956323,4809.394442084358,13423.32435988324,1059.399373100117,713.8336014342514,336.2553493485216,4626,1119,1119,PUEBLO MEMORIAL AP,CO,-7,1428,II,24,0.5280821917808219,1050.0889507827728
37.433,-105.867,"POLYGON ((-105.0383349910936 37.71233808451245, -105.160465957659 36.99307861736727, -105.213091479835 36.99260449590913, -105.713460014009 36.99456035741805, -105.992000076847 36.99228963095743, -106.472176950571 36.99150422991563, -106.7376566307428 36.99013775209369, -106.9003455723674 37.68070511426665, -105.7618028774007 38.37147025339077, -105.6179349510293 38.29709345452002, -105.0383349910936 37.71233808451245))",12/31,724620,CO_Alamosa.Muni.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,10,6,12,59077.65764154033,13573.163138515858,63769.59453090185,8903.756718541124,6859.916421301367,4669.406419974726,5986.725369939417,1257.867648067134,1003.2881696033539,367.4012053024559,4893,1265,1265,ALAMOSA SAN LUIS VALLEY RGNL,CO,-7,2296,II,24,0.5585616438356165,1370.68937490581
37.433,-105.867,"POLYGON ((-105.0383349910936 37.71233808451245, -105.160465957659 36.99307861736727, -105.213091479835 36.99260449590913, -105.713460014009 36.99456035741805, -105.992000076847 36.99228963095743, -106.472176950571 36.99150422991563, -106.7376566307428 36.99013775209369, -106.9003455723674 37.68070511426665, -105.7618028774007 38.37147025339077, -105.6179349510293 38.29709345452002, -105.0383349910936 37.71233808451245))",12/31,724620,CO_Alamosa.Muni.AP,0.027000000000000014,0.016199999999999996,0.038571000000000015,0.10200000000000002,10,16,6,12,59077.65764154033,13573.163138515858,67365.19281251541,8903.756718541124,3264.318139687845,4669.406419974726,5986.725369939417,1177.4305189091579,1083.72529876133,367.4012053024559,4893,1265,1265,ALAMOSA SAN LUIS VALLEY RGNL,CO,-7,2296,II,24,0.5585616438356165,1451.126504063786
