str_geom,Latitude,Longitude,dateval,loc_id,loc_name,ENG_ELEC_KWH_COST,NONENG_HEAT_KWH_COST,NONENG_ELEC_KWH_COST,heat_kwh_min,heat_kwh_max,elec_kwh_max,battery_max_kwh,EV_flag,water_heater_max_kwh,heat_needed_cumulative,elec_needed_cumulative,heat_produced_cumulative,produced_free_heat_cumulative,produced_notfree_heat_cumulative,elec_produced_cumulative,unmet_heat_needed_cumulative,unmet_elec_needed_cumulative,ending_stored_heat_cumulative,ending_stored_elec_cumulative,wasted_heat_cumulative,excess_heat_cumulative,excess_elec_cumulative,ENG_cost_cumulative,savings_cumulative,future_heat_savings_cumulative,future_elec_savings_cumulative,recycled_heat_savings_cumulative,recycled_elec_savings_cumulative,ON_HRS_cumulative,inc_needed_heat_kwh_cumulative,inc_needed_elec_kwh_cumulative,recycled_heat_kwh_cumulative,recycled_heat_kwh_cumulative,recycled_elec_kwh_cumulative,recycled_elec_kwh_cumulative,recycled_heat_kwh_cumulative,recycled_heat_kwh_cumulative,recycled_elec_kwh_cumulative,recycled_elec_kwh_cumulative,market_cost_cumulative,Cycle_ON_cumulative,Cycle_OFF_cumulative,loc_id2,Site Name,State_y,TZ,Elev,Class,Pool,ON_PCT,TOTAL_SAVINGS
"POLYGON ((-120.3935619355788873 38.2313238845341417, -121.3961694814567949 37.5628361078503801, -121.6323090517202843 37.9970856294409955, -121.6252105085405475 38.0334176931937336, -121.5763009180723770 38.0917142133251900, -121.5695451882170062 38.0636676717552618, -121.5474730929399811 38.0634731993912681, -121.5671793899190476 38.1025812005530398, -121.5207532736108789 38.1578659771556445, -120.6226647673765058 38.4064502624377724, -120.3935619355788873 38.2313238845341417))",37.9,-121.233,12/31,724920,CA_Stockton.Metro.AP,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,0,10,21748.13622746188,14278.47214299633,30984.692390623546,21361.451197577877,9623.24119304564,13593.650762095047,3622.1601961741603,690.821380901307,64583.562671003965,31340.90602486174,12848.716359335825,26065.631521202904,10412.607226677601,7578.457489141792,-1625.0840042733378,697.4796712542679,1389.6700938440881,830.1470663294779,1758.7166213085163,2687,8541.221065594798,3871.8649163187333,13206.915161867075,13206.915161867075,10406.60722667761,10406.60722667761,13206.915161867075,13206.915161867075,10406.60722667761,10406.60722667761,3780.0843910159538,2597,2597,724920,STOCKTON METROPOLITAN ARPT,CA,-8,7,II,12,0.3067351598173516,963.7796833646564
"POLYGON ((-120.3935619355788873 38.2313238845341417, -121.3961694814567949 37.5628361078503801, -121.6323090517202843 37.9970856294409955, -121.6252105085405475 38.0334176931937336, -121.5763009180723770 38.0917142133251900, -121.5695451882170062 38.0636676717552618, -121.5474730929399811 38.0634731993912681, -121.5671793899190476 38.1025812005530398, -121.5207532736108789 38.1578659771556445, -120.6226647673765058 38.4064502624377724, -120.3935619355788873 38.2313238845341417))",37.9,-121.233,12/31,724920,CA_Stockton.Metro.AP,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,1,10,21748.13622746188,18658.472142996343,35266.84886967582,26133.73088721139,9133.117982464464,16630.55601913451,3388.026583857441,2030.6682466417176,66533.34481760916,27594.326448802272,16904.855622964176,30849.792032224646,9383.464758637721,7550.619354766793,-1312.5634081103917,666.5386404849447,1268.902489519811,876.418470236374,1585.3404354599722,3159,7805.083421308638,9277.759507138508,13943.052806153246,13943.052806153246,9380.712635857824,9380.712635857824,13943.052806153246,13943.052806153246,9380.712635857824,9380.712635857824,4520.304391015955,2631,2630,724920,STOCKTON METROPOLITAN ARPT,CA,-8,7,II,12,0.36061643835616436,1149.1954975859544
"POLYGON ((-121.3961694814567949 37.5628361078503801, -121.4122090898545281 37.4313786479876853, -121.9204513422026537 37.5437276960997082, -121.9447609538507606 37.5556960993175082, -121.9911432094884844 37.8219996867026609, -121.6323090517202843 37.9970856294409955, -121.3961694814567949 37.5628361078503801))",37.7,-121.817,12/31,724927,CA_Livermore.Muni.AP,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,0,10,28267.21509123012,10198.796803605506,28435.662392915685,16028.084062946335,12407.578329969334,10199.689858238584,5154.54252648382,1.7502069971569985,57012.599095353304,36797.38514382981,5322.989828169391,21420.68464729908,9847.805422169124,7734.9283910924505,-1744.780945586113,868.6279671037547,1234.1538513962148,1011.8528032460351,1663.8324051310697,2306,12169.52027210044,353.63464306662837,16097.694819129683,16097.694819129683,9845.16216053887,9845.16216053887,16097.694819129683,16097.694819129683,9845.16216053887,9845.16216053887,3500.388998798783,2301,2300,724927,LIVERMORE MUNICIPAL,CA,-8,121,II,12,0.2632420091324201,930.9042627909919
"POLYGON ((-121.3961694814567949 37.5628361078503801, -121.4122090898545281 37.4313786479876853, -121.9204513422026537 37.5437276960997082, -121.9447609538507606 37.5556960993175082, -121.9911432094884844 37.8219996867026609, -121.6323090517202843 37.9970856294409955, -121.3961694814567949 37.5628361078503801))",37.7,-121.817,12/31,724927,CA_Livermore.Muni.AP,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,1,10,28267.21509123012,14578.796803605512,32798.016181054656,21078.59378765621,11719.422393398452,13413.650592144848,4769.774817301448,1167.9314240448348,60017.124065174154,31769.37276430234,9296.804246910515,26236.61407443991,9674.330666881431,7680.629241485522,-1551.1059246085933,834.4606817846989,1298.3403002720597,1064.5485510828528,1634.4911817762334,2780,11331.176923916179,4907.251349308264,16936.038167313953,16936.038167313953,9671.54545429723,9671.54545429723,16936.038167313953,16936.038167313953,9671.54545429723,9671.54545429723,4240.608998798779,2771,2770,724927,LIVERMORE MUNICIPAL,CA,-8,121,II,12,0.317351598173516,1147.9338082504928
"POLYGON ((-119.6975100077602860 35.8166732098599212, -119.6671166014567120 36.5022407519236722, -118.8829212183762820 36.8489344319289600, -118.5970947834326665 36.6640858721005927, -119.6975100077602860 35.8166732098599212))",36.317,-119.4,12/31,723896,CA_Visalia.Muni.AWOS,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,0,10,24346.26389919351,15194.41834848886,33035.09372086346,22505.23503215541,10529.858688708036,14321.513202280703,4935.055757736918,875.8491602422057,63575.57934694065,30870.06698370227,13622.36885739954,26880.6842589419,10616.000893518541,7678.051116608845,-1609.4717983055746,699.2368432966708,1402.8071022617082,833.2825945995338,1793.606612632877,2832,11089.465219658478,4581.361469004378,13256.798679535032,13256.798679535032,10613.056879484475,10613.056879484475,13256.798679535032,13256.798679535032,10613.056879484475,10613.056879484475,4098.189810806226,2703,2702,723896,VISALIA MUNI (AWOS),CA,-8,89,II,12,0.3232876712328767,1017.4174089268362
"POLYGON ((-119.6975100077602860 35.8166732098599212, -119.6671166014567120 36.5022407519236722, -118.8829212183762820 36.8489344319289600, -118.5970947834326665 36.6640858721005927, -119.6975100077602860 35.8166732098599212))",36.317,-119.4,12/31,723896,CA_Visalia.Muni.AWOS,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,1,10,24346.26389919351,19574.418348488856,37640.226876784705,27509.510250759533,10130.716626025223,17506.05197775605,4462.786860586958,2073.2104946891045,65443.43378851999,27066.927038740123,17746.749838178184,31828.66775752645,9500.566455585436,7663.496705363957,-1273.4332264077298,674.3514329432942,1275.3794630620073,884.5185446564726,1604.777074045325,3321,10274.345979845262,10078.696016859722,14071.917919348256,14071.917919348256,9495.722331629142,9495.722331629142,14071.917919348256,14071.917919348256,9495.722331629142,9495.722331629142,4838.409810806225,2661,2661,723896,VISALIA MUNI (AWOS),CA,-8,89,II,12,0.3791095890410959,1215.8623922940678
"POLYGON ((-119.6975100077602860 35.8166732098599212, -118.5970947834326665 36.6640858721005927, -118.1288216836570939 36.5006411032512901, -118.4179236036664520 35.7456348165069784, -119.7469132670610605 35.7206022711279658, -119.6975100077602860 35.8166732098599212))",36.033,-119.067,12/31,723895,CA_Porterville.AWOS,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,0,10,20429.24496349654,14847.60453718919,31064.746458852333,22045.451539548918,9019.294919303422,14028.923706985668,3217.6979095376923,823.3594652619453,65647.63250388094,30691.704580742047,13846.759507437537,26719.120850911433,10459.067419429219,7512.096510000807,-1602.3916602598542,670.3133151534385,1404.9131869149028,808.7132243323499,1766.7917045586664,2743,7563.323517478589,4393.215752818403,12865.92144601794,12865.92144601794,10454.388784370794,10454.388784370794,12865.92144601794,12865.92144601794,10454.388784370794,10454.388784370794,3793.366217455479,2648,2647,723895,PORTERVILLE (AWOS),CA,-8,135,III,12,0.31312785388127856,973.1132686311621
"POLYGON ((-119.6975100077602860 35.8166732098599212, -118.5970947834326665 36.6640858721005927, -118.1288216836570939 36.5006411032512901, -118.4179236036664520 35.7456348165069784, -119.7469132670610605 35.7206022711279658, -119.6975100077602860 35.8166732098599212))",36.033,-119.067,12/31,723895,CA_Porterville.AWOS,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,1,10,20429.24496349654,19227.604537189203,35618.27456998714,26956.92667376341,8661.347896223786,17154.40788330397,2984.82659201157,2076.1871951513604,67460.61005815242,26934.565471577374,18167.41630104623,31629.51040716249,9405.476091143202,7500.631256136663,-1283.3792847968257,641.2929673693561,1279.7354760947092,845.7820565937599,1589.0200579292255,3227,6973.590754836236,9825.118987312118,13455.654208660288,13455.654208660288,9402.485549877074,9402.485549877074,13455.654208660288,13455.654208660288,9402.485549877074,9402.485549877074,4533.586217455476,2640,2639,723895,PORTERVILLE (AWOS),CA,-8,135,III,12,0.36837899543378994,1151.4228297261598
"POLYGON ((-119.7469132670610605 35.7206022711279658, -118.4179236036664520 35.7456348165069784, -118.3172476466116194 35.3780641439552852, -118.3756765860687636 35.2908003624148279, -118.4421781019642026 35.2374478700116569, -119.4166347821829675 34.9164334771083560, -119.7023037854749248 35.0713084465314466, -119.8403072112100745 35.3267223987946650, -119.8635728070332078 35.4502951797385606, -119.8135240173953378 35.6763854224897301, -119.7469132670610605 35.7206022711279658))",35.433,-119.05,12/31,723840,CA_Bakersfield-Meadows.Field,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,0,10,18032.874010136456,16105.813957781698,31729.337076369466,23725.27772149752,8004.059354871928,15097.90400458934,2418.85654641444,1011.4783311873643,67930.30920338872,29202.053143256024,16108.520708901346,28217.248482265586,10548.2342709297,7427.224898199003,-1547.8418919606822,621.8578085423014,1428.4004349875968,760.690942957587,1782.0485359059626,2863,5930.945140518316,5561.148064847012,12101.928869618145,12101.928869618145,10544.665892934678,10544.665892934678,12101.928869618145,12101.928869618145,10544.665892934678,10544.665892934678,3855.3749205202594,2670,2669,723840,BAKERSFIELD MEADOWS FIELD,CA,-8,149,I,24,0.32682648401826486,994.8975869028674
"POLYGON ((-119.7469132670610605 35.7206022711279658, -118.4179236036664520 35.7456348165069784, -118.3172476466116194 35.3780641439552852, -118.3756765860687636 35.2908003624148279, -118.4421781019642026 35.2374478700116569, -119.4166347821829675 34.9164334771083560, -119.7023037854749248 35.0713084465314466, -119.8403072112100745 35.3267223987946650, -119.8635728070332078 35.4502951797385606, -119.8135240173953378 35.6763854224897301, -119.7469132670610605 35.7206022711279658))",35.433,-119.05,12/31,723840,CA_Bakersfield-Meadows.Field,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,1,10,18032.874010136456,20485.813957781713,36372.90827645142,28740.944252126836,7631.964024324589,18289.69179680796,2346.5768923590895,2201.0848340109897,69577.30002146709,25748.3554941187,20676.611158674008,33257.11641685716,9406.715487760795,7439.420877542728,-1211.769865520304,585.2057419471955,1284.177987709688,790.1442490136186,1588.8962256882778,3365,5462.368751953301,11084.061143058156,12570.505258183162,12570.505258183162,9401.752814723544,9401.752814723544,12570.505258183162,12570.505258183162,9401.752814723544,9401.752814723544,4595.59492052026,2584,2584,723840,BAKERSFIELD MEADOWS FIELD,CA,-8,149,I,24,0.3841324200913242,1167.2706091815926
"POLYGON ((-117.0869915667439329 32.6475049929869527, -117.1242837841001716 32.6741726093643052, -117.1245293200809812 32.6789315014691653, -117.1987746621819895 32.7389344108125826, -117.2048221268627088 32.7317380593308940, -117.2694071127987598 32.7778736201152299, -117.2767274702637081 32.8116113474175179, -116.9932893716036943 32.7297279243968120, -117.0869915667439329 32.6475049929869527))",32.733,-117.167,12/31,722900,CA_San.Diego-Lindbergh.Field,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,0,10,10761.24353216031,12404.32115567507,24032.498117321535,19286.814050245554,4745.684067075986,12273.427122883537,370.5710320266101,132.006210437304,72328.69865604471,31152.7339323465,13633.268383390907,23089.120705402474,10396.186553991436,7111.657854473088,-1546.048319261963,469.4138460998415,1427.5528654340812,593.8286273599067,1756.7675696024187,2310,1313.9484439456776,2009.2467793294006,9447.295088214634,9447.295088214634,10395.074376345667,10395.074376345667,9447.295088214634,9447.295088214634,10395.074376345667,10395.074376345667,2772.749760010088,2310,2309,722900,SAN DIEGO LINDBERGH FIELD,CA,-8,4,I,24,0.2636986301369863,804.5478777003625
"POLYGON ((-117.0869915667439329 32.6475049929869527, -117.1242837841001716 32.6741726093643052, -117.1245293200809812 32.6789315014691653, -117.1987746621819895 32.7389344108125826, -117.2048221268627088 32.7317380593308940, -117.2694071127987598 32.7778736201152299, -117.2767274702637081 32.8116113474175179, -116.9932893716036943 32.7297279243968120, -117.0869915667439329 32.6475049929869527))",32.733,-117.167,12/31,722900,CA_San.Diego-Lindbergh.Field,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,1,10,10761.24353216031,16784.321155675065,28158.102422426426,23379.84772692254,4778.254695503899,14878.084917132512,375.67726989598026,1911.3484161883187,73497.35003701999,27415.59553863143,17762.536160162104,27260.339649178706,9511.778182173475,7107.756928092229,-1289.311680948004,445.21148252114983,1332.5934317274587,596.3748639091162,1606.6265547651835,2728,1273.440043143706,7277.655151147349,9487.803489016604,9487.803489016604,9506.666004527713,9506.666004527713,9487.803489016604,9487.803489016604,9506.666004527713,9506.666004527713,3512.9697600100867,2562,2562,722900,SAN DIEGO LINDBERGH FIELD,CA,-8,4,I,24,0.31141552511415527,913.6897377262957
"MULTIPOLYGON (((-122.4254662362498181 37.8021486289152548, -122.3526873950452085 37.7180961186244943, -122.3663313592379893 37.7024501233174547, -122.3596712765170054 37.6097867874683516, -122.2281606453085203 37.5333410316804006, -122.2220853996646355 37.5115627568704468, -122.3927909609455185 37.3366345879731227, -122.3892531443720060 37.3524127672581443, -122.4414631202590158 37.4794824811541432, -122.5056822049599674 37.5229048342241569, -122.4982078145420132 37.7002540982817465, -122.4982145490669723 37.7829421001015646, -122.4254662362498181 37.8021486289152548)), ((-122.7802721259896401 37.9712937757910325, -122.5474544865586068 37.9428171246662274, -122.4612651545905919 37.8434575652900520, -122.4582594403559881 37.8342212092041450, -122.5157254022810065 37.8221063165420617, -122.6663927886110201 37.9069197344917654, -122.6917237205969968 37.8943926888918554, -122.7802721259896401 37.9712937757910325)))",37.617,-122.4,12/31,724940,CA_San.Francisco.Intl.AP,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,0,10,27500.957073216414,10176.946956652255,28541.731148029732,15997.85767210985,12543.873475919887,10180.45488225171,3094.8419143614406,1.1226725588919997,55147.322471869855,37798.26478417554,4129.944840739582,23203.43489813974,9852.104225996352,7630.141058905509,-1891.9482213278193,1024.3403348695988,1230.5780995516252,1198.5458931608136,1664.2230431046237,2359,8433.138164251432,329.4733288142428,19067.818908965004,19067.818908965004,9847.473627838011,9847.473627838011,19067.818908965004,19067.818908965004,9847.473627838011,9847.473627838011,3448.531694425391,2359,2358,724940,SAN FRANCISCO INTL AP,CA,-8,2,I,24,0.26929223744292236,970.820714937618
"MULTIPOLYGON (((-122.4254662362498181 37.8021486289152548, -122.3526873950452085 37.7180961186244943, -122.3663313592379893 37.7024501233174547, -122.3596712765170054 37.6097867874683516, -122.2281606453085203 37.5333410316804006, -122.2220853996646355 37.5115627568704468, -122.3927909609455185 37.3366345879731227, -122.3892531443720060 37.3524127672581443, -122.4414631202590158 37.4794824811541432, -122.5056822049599674 37.5229048342241569, -122.4982078145420132 37.7002540982817465, -122.4982145490669723 37.7829421001015646, -122.4254662362498181 37.8021486289152548)), ((-122.7802721259896401 37.9712937757910325, -122.5474544865586068 37.9428171246662274, -122.4612651545905919 37.8434575652900520, -122.4582594403559881 37.8342212092041450, -122.5157254022810065 37.8221063165420617, -122.6663927886110201 37.9069197344917654, -122.6917237205969968 37.8943926888918554, -122.7802721259896401 37.9712937757910325)))",37.617,-122.4,12/31,724940,CA_San.Francisco.Intl.AP,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,1,10,27500.957073216414,14556.946956652262,32588.35239005559,21046.766201287894,11541.586188767675,13393.396673546862,2997.0128692675294,1168.2865839876715,58278.591066142304,32487.467476272654,8074.408186106702,27766.486683853953,9635.545967791246,7582.62448287347,-1668.4147060194077,972.1658410134756,1295.2289598926172,1237.1564081329002,1627.606833707616,2814,7818.878575469165,4926.137289743282,19682.078497747265,19682.078497747265,9630.80966690897,9630.80966690897,19682.078497747265,19682.078497747265,9630.80966690897,9630.80966690897,4188.751694425393,2813,2813,724940,SAN FRANCISCO INTL AP,CA,-8,2,I,24,0.32123287671232875,1196.3485358211085
"MULTIPOLYGON (((-122.8658766096769028 38.0178014634498638, -122.2273964994973028 38.7222053372134525, -122.2163878149165726 38.7123770871991013, -122.0892549357731696 38.1603424084194955, -122.2155529523268171 38.0756921299013271, -122.2322430268639977 38.0710797937175727, -122.2730017198340136 38.1594183729425751, -122.3157591162540001 38.2059335825788651, -122.3389073886470158 38.1935818936525564, -122.2853541340169983 38.1593115530133673, -122.2727719171160174 38.0974845716373665, -122.3984639543870117 38.1613370909551648, -122.4292027618540004 38.1138071955984685, -122.4889352023070188 38.1134142619593632, -122.5286487487820182 38.1506715717083651, -122.4745449726249689 38.0854571241938658, -122.5064503552560211 38.0186521890606599, -122.4417810934519792 37.9829552169793558, -122.4738740828952643 37.9489061060779065, -122.5474544865586068 37.9428171246662274, -122.7802721259896401 37.9712937757910325, -122.8221933336009926 38.0076725301186613, -122.8658766096769028 38.0178014634498638)), ((-122.3357794786619763 37.9950193302142694, -122.3787532398690416 37.9661619179630492, -122.3796838504019888 37.9734454458523629, -122.3357794786619763 37.9950193302142694)))",38.217,-122.283,12/31,724955,CA_Napa.County.AP,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,0,10,30031.76869624773,10244.717683671688,29329.931137565993,16102.047442932278,13227.883694633692,10246.757463684187,5261.206267773551,0.4358820046469998,54712.46890241985,37301.80297706753,4559.368709091801,22190.190928452503,9896.02780889425,7809.321697362135,-1822.9410286761167,961.3855106126113,1236.291535811828,1108.2205922423566,1672.0103128222313,2349,12400.946476887013,351.1655367945852,17630.822219360714,17630.822219360714,9893.552146877106,9893.552146877106,17630.822219360714,17630.822219360714,9893.552146877106,9893.552146877106,3619.0641734805595,2348,2347,724955,NAPA CO. AIRPORT,CA,-8,10,II,12,0.26815068493150684,957.2898763884712
"MULTIPOLYGON (((-122.8658766096769028 38.0178014634498638, -122.2273964994973028 38.7222053372134525, -122.2163878149165726 38.7123770871991013, -122.0892549357731696 38.1603424084194955, -122.2155529523268171 38.0756921299013271, -122.2322430268639977 38.0710797937175727, -122.2730017198340136 38.1594183729425751, -122.3157591162540001 38.2059335825788651, -122.3389073886470158 38.1935818936525564, -122.2853541340169983 38.1593115530133673, -122.2727719171160174 38.0974845716373665, -122.3984639543870117 38.1613370909551648, -122.4292027618540004 38.1138071955984685, -122.4889352023070188 38.1134142619593632, -122.5286487487820182 38.1506715717083651, -122.4745449726249689 38.0854571241938658, -122.5064503552560211 38.0186521890606599, -122.4417810934519792 37.9829552169793558, -122.4738740828952643 37.9489061060779065, -122.5474544865586068 37.9428171246662274, -122.7802721259896401 37.9712937757910325, -122.8221933336009926 38.0076725301186613, -122.8658766096769028 38.0178014634498638)), ((-122.3357794786619763 37.9950193302142694, -122.3787532398690416 37.9661619179630492, -122.3796838504019888 37.9734454458523629, -122.3357794786619763 37.9950193302142694)))",38.217,-122.283,12/31,724955,CA_Napa.County.AP,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,1,10,30031.76869624773,14624.717683671688,33572.2191816509,21191.801831487624,12380.417350163278,13485.69207458303,4870.851376836297,1141.7105106704525,57932.5455134239,32197.765126160364,8409.672311241522,27039.87212510851,9703.334701594862,7740.2239233634,-1621.1729329146942,922.9028359231386,1299.2928039065164,1170.9360410131578,1639.4098162022087,2826,11403.198433378697,4924.067883658627,18628.57026286902,18628.57026286902,9700.649800013076,9700.649800013076,18628.57026286902,18628.57026286902,9700.649800013076,9700.649800013076,4359.284173480558,2824,2823,724955,NAPA CO. AIRPORT,CA,-8,10,II,12,0.3226027397260274,1189.1729243006723
"POLYGON ((-122.2273964994973028 38.7222053372134525, -122.2745465962888574 38.9173679312560310, -121.4107694858739137 38.8962725960753914, -120.9113041349773709 38.7905611986530161, -120.8852433063038632 38.7675867323757330, -121.8386459606589796 38.5240905855614741, -122.2163878149165726 38.7123770871991013, -122.2273964994973028 38.7222053372134525))",38.7,-121.583,12/31,724839,CA_Sacramento.Metro.AP,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,0,10,22404.49197465752,14217.278183718116,31070.962471764054,21260.43134508714,9810.531126676915,13529.365401419089,3920.8145567088695,692.4580126740917,64104.76635552869,31617.992743474693,12585.696213156361,26047.595410514758,10379.5100678381,7600.125419614304,-1631.717549007169,708.3378641653072,1380.8665365304612,846.0747280910496,1753.3690575312526,2689,8944.181617958173,3842.313346255076,13460.310356699332,13460.310356699332,10374.96483746304,10374.96483746304,13460.310356699332,13460.310356699332,10374.96483746304,10374.96483746304,3810.9991650994084,2597,2596,724839,SACRAMENTO METROPOLITAN AP,CA,-8,7,II,12,0.3069634703196347,967.7262366151331
"POLYGON ((-122.2273964994973028 38.7222053372134525, -122.2745465962888574 38.9173679312560310, -121.4107694858739137 38.8962725960753914, -120.9113041349773709 38.7905611986530161, -120.8852433063038632 38.7675867323757330, -121.8386459606589796 38.5240905855614741, -122.2163878149165726 38.7123770871991013, -122.2273964994973028 38.7222053372134525))",38.7,-121.583,12/31,724839,CA_Sacramento.Metro.AP,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,1,10,22404.49197465752,18597.27818371812,35423.958149091675,26155.561692047282,9268.39645704437,16644.448349484654,3715.78476308558,1957.4096982915898,65863.42196857116,27691.235757160986,16725.250937519744,30782.20342289482,9387.58209647143,7585.613131635825,-1309.5641750822276,673.7552297197836,1265.2159099002865,882.9492923732212,1585.727377277849,3161,8357.539489282424,9214.275951304795,14046.952485375077,14046.952485375077,9383.002232413302,9383.002232413302,14046.952485375077,14046.952485375077,9383.002232413302,9383.002232413302,4551.21916509941,2614,2614,724839,SACRAMENTO METROPOLITAN AP,CA,-8,7,II,12,0.3608447488584475,1159.1124945688425
"POLYGON ((-121.4107694858739137 38.8962725960753914, -121.7354480245055584 39.6942866631450073, -121.3344498472446276 39.8864136593614234, -120.9113041349773709 38.7905611986530161, -121.4107694858739137 38.8962725960753914))",39.133,-121.433,12/31,724837,CA_Beale.AFB,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,0,10,22656.598574761287,15302.900611486139,32489.37268222737,22547.970255295753,9941.402426931607,14348.708344279119,3969.902405196741,958.8092323473799,64222.5657308924,30780.40472564752,13798.484489135548,27254.339791578957,10481.638952981042,7601.801613618034,-1605.8702877337312,707.1859951746525,1388.4143025547874,845.5311987228323,1770.6167159450754,2822,9204.935295845144,4825.878623645455,13451.66327891616,13451.66327891616,10477.021987840668,10477.021987840668,13451.66327891616,13451.66327891616,10477.021987840668,10477.021987840668,4010.316019954928,2671,2670,724837,BEALE AFB,CA,-8,38,II,12,0.3221461187214612,1010.2776269341765
"POLYGON ((-121.4107694858739137 38.8962725960753914, -121.7354480245055584 39.6942866631450073, -121.3344498472446276 39.8864136593614234, -120.9113041349773709 38.7905611986530161, -121.4107694858739137 38.8962725960753914))",39.133,-121.433,12/31,724837,CA_Beale.AFB,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,1,10,22656.598574761287,19682.90061148615,37242.500251188474,27728.112267077602,9514.38798411086,17645.16235177665,3635.371015524139,2042.4844674389506,66232.7990746052,26948.74294927571,18211.272691951264,32366.522141359856,9408.463648521078,7599.41172129711,-1270.3790778146094,675.9038440470991,1267.631580706964,889.1279446414741,1589.2282474937845,3328,8511.349125352728,10279.18317069451,14145.24944940857,14145.24944940857,9403.717440791634,9403.717440791634,14145.24944940857,14145.24944940857,9403.717440791634,9403.717440791634,4750.5360199549295,2632,2632,724837,BEALE AFB,CA,-8,38,II,12,0.37990867579908677,1207.977114320649
"POLYGON ((-120.9113041349773709 38.7905611986530161, -121.3344498472446276 39.8864136593614234, -120.8357235976765338 40.4193558374427369, -120.4781596709605935 40.4018820976718160, -120.4121637656170805 39.0418592588284667, -120.7419473594710553 38.6817359936113050, -120.8852433063038632 38.7675867323757330, -120.9113041349773709 38.7905611986530161))",39.3,-120.717,12/31,725845,CA_Blue.Canyon.AP,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,0,10,37696.94335574449,13221.470498562803,36722.94153596539,20672.414375703174,16050.527160262203,13155.172784538385,8263.19181285124,70.47579119951806,53703.72924594419,35468.87167366022,7289.189993072099,24380.56989635011,11864.07505424281,8122.198711430962,-1883.4245655800546,936.653238543132,1426.9639558221068,1074.3128665803474,2004.3225891244424,2841,20605.563452466493,1361.5735214950969,17091.379903278037,17091.379903278037,11859.896977067692,11859.896977067692,17091.379903278037,17091.379903278037,11859.896977067692,11859.896977067692,4603.945282769144,2829,2828,725845,BLUE CANYON AP,CA,-8,1609,II,12,0.32431506849315067,1195.2108901247352
"POLYGON ((-120.9113041349773709 38.7905611986530161, -121.3344498472446276 39.8864136593614234, -120.8357235976765338 40.4193558374427369, -120.4781596709605935 40.4018820976718160, -120.4121637656170805 39.0418592588284667, -120.7419473594710553 38.6817359936113050, -120.8852433063038632 38.7675867323757330, -120.9113041349773709 38.7905611986530161))",39.3,-120.717,12/31,725845,CA_Blue.Canyon.AP,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,1,10,37696.94335574449,17601.4704985628,40258.228226038285,24994.930186646736,15263.298039391562,15905.86466422972,7277.809839484292,1698.765265357689,56401.14830759583,30699.10019529921,9839.094709778057,28375.895462935987,10800.860564755943,8045.576856690108,-1554.0678859391987,913.9473533524928,1358.3881286585731,1165.1676849412477,1824.8114916005939,3215,19160.14260258659,6803.769364831479,18536.80075315791,18536.80075315791,10797.701133731322,10797.701133731322,18536.80075315791,18536.80075315791,10797.701133731322,10797.701133731322,5344.1652827691505,2953,2952,725845,BLUE CANYON AP,CA,-8,1609,II,12,0.3670091324200913,1435.9112906026428
"POLYGON ((-120.4121637656170805 39.0418592588284667, -120.4781596709605935 40.4018820976718160, -119.9962450527968514 40.4534581549972856, -119.9961653354900193 39.7206108073527133, -119.9960114774929991 39.4435010022393087, -119.9953041969420013 39.3115454421682031, -119.9955273169409651 39.1587132686373991, -119.9948515290621742 39.1226804745057350, -120.4121637656170805 39.0418592588284667))",39.317,-120.133,12/31,725846,CA_Truckee.Tahoe.AP,0.12571428571428575,0.06285699999999995,0.169,10,16,6,6,0,10,56476.830433747804,13498.63177299255,46727.98221109933,21105.04294382948,25622.93926726982,13430.481873346036,14379.53021921804,74.14989964651005,42770.79426434985,38066.19893975601,4628.709555479508,22828.041109242127,12407.894828117036,8649.149129553718,-1796.2479862588152,1027.4223609978337,1343.3887515962488,1143.8314017452612,2095.9202259517783,3303,38279.47132107528,1096.7369448755155,18197.35911267259,18197.35911267259,12401.894828117027,12401.894828117027,18197.35911267259,18197.35911267259,12401.894828117027,12401.894828117027,5831.23290020983,2968,2968,725846,TRUCKEE-TAHOE,CA,-8,1798,II,12,0.37705479452054796,1443.5036414382243
